EmployeeID,Name,Age,Gender,JoiningDate,Salary,YearsExperience,PerformanceScore,Attrition,Gender_LabelEnc,Dept_Finance,Dept_HR,Dept_IT,Dept_Marketing,Dept_Sales,City_Austin,City_Boston,City_Chicago,City_New York,City_Seattle,Salary_MinMax,Salary_Zscore,JoiningYear,TenureYears,SalaryPerExperience,Attrition_bin
20,Employee_186,30.0,Male,2022-10-14,96925.99625000001,1.3,5,No,1,False,False,False,False,True,True,False,False,False,False,1.0,2.449019689001921,2022,4,42141.73750000001,0
21,Employee_123,33.0,Male,2016-04-20,58653.96,7.1,2,No,1,False,False,True,False,False,False,False,True,False,False,0.4728576598577052,-0.1948402417847551,2016,10,7241.22962962963,0
22,Employee_85,39.0,Male,2018-03-23,39905.57,5.5,3,No,1,False,False,False,False,True,False,False,False,True,False,0.21462551056879997,-1.4899925760889325,2018,8,6139.318461538462,0
23,Employee_262,37.0,Female,2023-09-25,44506.96,7.9,2,Yes,0,False,False,False,False,True,False,False,True,False,False,0.27800305015574456,-1.172125228570351,2023,3,5000.78202247191,1
24,Employee_4,45.0,Male,2020-02-25,87784.17,3.2,2,Yes,1,False,True,False,False,False,False,False,False,True,False,0.874084471201888,1.8174957230778754,2020,6,20900.992857142857,1
25,Employee_90,33.0,Female,2024-10-28,66304.87,5.166323024054982,5,Yes,0,False,True,False,False,False,False,True,False,False,False,0.5782379582895161,0.3336901518144377,2024,2,10752.740286446724,1
26,Employee_285,37.0,Male,2024-05-21,96925.99625000001,0.7,4,No,1,False,False,True,False,False,False,True,False,False,False,1.0,2.449019689001921,2024,2,57015.29191176471,0
27,Employee_278,33.0,Female,2018-09-08,49210.2,0.0,4,No,0,True,False,False,False,False,False,False,False,True,False,0.34278342723460575,-0.8472220094249856,2018,8,49210.2,0
28,Employee_129,29.0,Female,2023-02-26,69771.14,12.2,3,No,0,True,False,False,False,False,False,False,True,False,False,0.6259808499253128,0.5731425891612469,2023,3,5285.692424242425,0
29,Employee_156,34.0,Male,2017-06-12,43087.43,4.3,2,No,1,False,True,False,False,False,False,False,False,True,False,0.25845106287149877,-1.2701873871404898,2017,9,8129.703773584906,0
30,Employee_177,22.0,Female,2024-12-09,82067.55,0.2,4,No,0,False,True,False,False,False,True,False,False,False,False,0.7953462398514659,1.4225874809658892,2024,2,68389.625,0
31,Employee_31,47.0,Female,2017-10-26,29622.86,6.9,4,No,0,True,False,False,False,False,False,False,False,False,True,0.07299594644011909,-2.2003296162013317,2017,9,3749.7291139240506,0
32,Employee_91,34.0,Male,2018-06-30,67910.76,7.6,3,No,1,False,True,False,False,False,False,False,True,False,False,0.6003567869580876,0.44462619390315755,2018,8,7896.599999999999,0
33,Employee_15,28.0,Female,2020-07-10,78555.24,4.7,4,No,0,False,False,False,False,True,False,True,False,False,False,0.7469692133297798,1.1799545671370268,2020,6,13781.621052631579,0
34,Employee_116,30.0,Female,2021-08-06,61349.34,5.1,3,No,0,True,False,False,False,False,False,False,True,False,False,0.5099826487527692,-0.008641442909929554,2021,5,10057.268852459016,0
35,Employee_115,39.0,Male,2020-10-14,63444.42,4.7,1,No,1,True,False,False,False,False,False,True,False,False,False,0.5388393671873761,0.1360881980114508,2020,6,11130.599999999999,0
36,Employee_162,31.0,Female,2025-02-18,52510.54,0.0,2,Yes,0,False,False,False,False,True,False,False,True,False,False,0.3882408713982991,-0.6192321364280268,2025,1,52510.54,1
37,Employee_149,22.0,Female,2022-12-16,75338.56,0.1,4,No,0,True,False,False,False,False,False,False,False,False,True,0.7026640655291079,0.9577439874174045,2022,4,68489.59999999999,0
38,Employee_224,47.0,Female,2018-02-03,55555.99,5.166323024054982,3,No,0,False,False,False,True,False,False,True,False,False,False,0.4301875718377446,-0.40885024888959526,2018,8,9009.581525858226,0
39,Employee_140,46.0,Female,2015-12-03,69438.73,1.3,3,Yes,0,True,False,False,False,False,False,True,False,False,False,0.621402379520914,0.5501794660639541,2015,11,30190.752173913042,1
40,Employee_66,36.0,Male,2019-12-28,54134.49,0.0,4,No,1,True,False,False,False,False,False,False,False,True,False,0.41060845063244755,-0.5070484964838361,2019,7,54134.49,0
41,Employee_3,39.0,Female,2024-10-20,52123.16,5.166323024054982,1,No,0,False,False,True,False,False,True,False,False,False,False,0.38290526818162096,-0.6459926268628187,2024,2,8452.87536781097,0
42,Employee_227,33.0,Male,2018-04-19,69799.25,6.9,3,No,1,True,False,False,False,False,False,False,False,True,False,0.6263680248089434,0.5750844482818057,2018,8,8835.348101265823,0
43,Employee_284,36.0,Male,2021-08-11,38048.91,15.5,3,Yes,1,False,False,True,False,False,True,False,False,False,False,0.18905268525960073,-1.6182519910578546,2021,5,2305.9945454545455,1
44,Employee_290,40.0,Male,2021-02-21,26886.54,7.9,3,Yes,1,False,False,False,True,False,True,False,False,False,False,0.03530706783549131,-2.3893565798714502,2021,5,3020.9595505617976,1
45,Employee_128,30.0,Female,2021-05-18,73204.44,5.166323024054982,4,No,0,False,True,False,False,False,False,False,True,False,False,0.6732696271565097,0.8103174350742313,2021,5,11871.651827909052,0
47,Employee_221,25.0,Male,2020-09-08,34426.82,5.5,4,No,1,False,False,True,False,False,False,False,False,True,False,0.13916359688359342,-1.868468586646053,2020,6,5296.433846153846,0
48,Employee_246,34.0,Female,2017-07-27,32915.92,12.9,2,No,0,True,False,False,False,False,False,False,False,True,False,0.11835311905799839,-1.9728426508670438,2017,9,2368.051798561151,0
49,Employee_178,30.0,Female,2017-08-19,54303.64,4.4,5,No,0,False,False,False,False,True,False,False,False,True,False,0.41293824898058407,-0.4953634922062659,2017,9,10056.229629629628,0
50,Employee_283,27.0,Male,2019-06-18,67043.58,1.7,3,Yes,1,True,False,False,False,False,False,False,True,False,False,0.5884126277411974,0.384720772623683,2019,7,24830.955555555556,1
51,Employee_71,27.0,Female,2025-04-19,47093.8,5.166323024054982,2,No,0,False,False,False,True,False,False,True,False,False,False,0.3136330564158294,-0.9934244513584718,2025,1,7637.258024966563,0
52,Employee_269,33.0,Male,2018-12-11,61895.69,2.0,1,No,1,False,False,True,False,False,False,True,False,False,False,0.5175078354362121,0.029100810043369098,2018,8,20631.896666666667,0
53,Employee_299,36.0,Male,2019-02-15,67380.28,6.3,3,Yes,1,False,False,False,False,True,False,True,False,False,False,0.5930501867350937,0.407980252022192,2019,7,9230.175342465753,1
54,Employee_100,22.0,Female,2023-03-22,51083.03,8.0,5,No,0,False,False,False,False,True,False,True,False,False,False,0.3685789710734495,-0.7178455591668624,2023,3,5675.892222222222,0
55,Employee_102,38.0,Male,2025-05-25,61735.27,4.1,3,No,1,True,False,False,False,False,False,True,False,False,False,0.5152982803016685,0.01801888047666586,2025,1,12104.954901960784,0
56,Employee_92,33.0,Male,2017-04-14,78774.77,3.1,4,No,1,False,False,True,False,False,True,False,False,False,False,0.7499929238315024,1.1951198582340115,2017,9,19213.35853658537,0
57,Employee_256,37.0,Male,2017-12-01,61895.69,4.3,4,No,1,False,False,False,False,True,False,False,False,True,False,0.5175078354362121,0.029100810043369098,2017,9,11678.4320754717,0
58,Employee_169,27.0,Male,2019-07-02,60849.75,4.4,5,No,1,False,False,True,False,False,False,False,False,True,False,0.5031015139212854,-0.04315348126069031,2019,7,11268.47222222222,0
59,Employee_19,33.0,Female,2024-05-02,35887.75,5.166323024054982,3,No,0,False,True,False,False,False,False,True,False,False,False,0.15928580971683615,-1.76754648614809,2024,2,5819.959457200179,0
60,Employee_81,27.0,Male,2023-09-18,50588.72,8.9,2,No,1,False,False,False,True,False,False,False,False,False,True,0.36177056065980884,-0.7519928513007413,2023,3,5109.9717171717175,0
61,Employee_75,32.0,Female,2020-08-27,64903.91,10.0,3,No,0,False,True,False,False,False,False,True,False,False,False,0.55894174608848,0.23691082226844626,2020,6,5900.355454545454,0
62,Employee_240,38.0,Female,2021-01-21,72162.12,4.6,3,No,0,False,True,False,False,False,False,True,False,False,False,0.6589131659432101,0.7383132159870489,2021,5,12886.092857142858,0
63,Employee_56,37.0,Male,2018-09-23,43130.37,7.1,4,Yes,1,False,False,False,False,True,False,True,False,False,False,0.2590424997090335,-1.2672210608994088,2018,8,5324.737037037037,1
64,Employee_151,33.0,Male,2017-12-18,59494.7,6.7,3,No,1,True,False,False,False,False,False,True,False,False,False,0.4844376460428206,-0.1367613148186054,2017,9,7726.584415584415,0
65,Employee_207,31.0,Female,2016-03-01,47360.7,8.4,4,No,0,False,True,False,False,False,False,False,False,True,False,0.31730922064354217,-0.9749868064179849,2016,10,5038.372340425532,0
66,Employee_232,50.5,Male,2015-04-23,61295.51,8.1,3,No,1,False,False,False,True,False,False,False,False,True,False,0.5092412178034333,-0.01236005822332909,2015,11,6735.77032967033,0
67,Employee_223,39.0,Male,2019-09-06,68540.39,11.2,4,No,1,False,False,True,False,False,False,True,False,False,False,0.6090290360502376,0.488121489459093,2019,7,5618.064754098361,0
68,Employee_239,27.0,Female,2023-03-18,42095.45,10.3,3,No,0,False,False,False,False,True,False,False,False,True,False,0.2447879628692261,-1.3387140826371733,2023,3,3725.2610619469024,0
69,Employee_241,23.0,Female,2024-11-06,53936.74,5.1,4,No,0,False,False,False,False,True,True,False,False,False,False,0.40788472835432765,-0.5207092094361829,2024,2,8842.088524590165,0
70,Employee_23,25.0,Male,2021-07-26,58843.47,2.6,3,No,1,False,False,False,False,True,True,False,False,False,False,0.4754678879685852,-0.18174875398905704,2021,5,16345.408333333333,0
71,Employee_146,29.0,Male,2018-02-02,54128.62,7.4,3,No,1,False,False,True,False,False,False,False,True,False,False,0.41052759981185316,-0.5074540003272252,2018,8,6443.883333333333,0
72,Employee_259,36.0,Male,2021-09-27,60898.99,1.3,3,Yes,1,False,False,True,False,False,False,False,False,False,True,0.5037797242119283,-0.03975194646537535,2021,5,26477.821739130435,1
73,Employee_254,39.0,Male,2018-09-25,66105.78,2.7,3,No,1,False,True,False,False,False,False,False,False,False,True,0.5754957794356557,0.31993687069341264,2018,8,17866.427027027024,0
74,Employee_174,37.0,Female,2017-08-02,42565.39,3.8,5,Yes,0,False,False,True,False,False,False,True,False,False,False,0.2512607115285419,-1.306250287720228,2017,9,8867.789583333333,1
75,Employee_281,34.0,Female,2022-06-22,61895.69,5.1,3,No,0,False,True,False,False,False,False,False,True,False,False,0.5175078354362121,0.029100810043369098,2022,4,10146.834426229509,0
76,Employee_98,22.0,Male,2015-04-29,62685.55,5.3,3,No,1,False,False,True,False,False,False,False,True,False,False,0.5283870226857486,0.08366490982865724,2015,11,9950.087301587302,0
77,Employee_298,21.0,Female,2023-07-03,61895.69,0.4,4,No,0,False,False,True,False,False,True,False,False,False,False,0.5175078354362121,0.029100810043369098,2023,3,44211.20714285715,0
78,Employee_226,33.0,Male,2017-08-16,80897.4,6.1,4,No,1,False,False,False,False,True,True,False,False,False,False,0.7792291039539081,1.3417526730711289,2017,9,11394.0,0
79,Employee_263,33.0,Female,2024-10-23,63114.74,1.8,5,No,0,False,False,False,True,False,True,False,False,False,False,0.5342984986126577,0.1133136652876595,2024,2,22540.97857142857,0
80,Employee_105,50.5,Female,2019-10-22,75152.05,10.1,3,No,0,False,False,False,False,True,False,True,False,False,False,0.7000951581101844,0.9448597417903899,2019,7,6770.454954954956,0
81,Employee_182,40.0,Male,2017-02-20,79667.38,6.8,3,Yes,1,False,True,False,False,False,True,False,False,False,False,0.7622873447805423,1.2567820022966885,2017,9,10213.766666666668,1
82,Employee_95,34.0,Female,2015-02-11,75437.33,0.0,3,Yes,0,False,True,False,False,False,False,False,False,False,True,0.7040244804439495,0.9645670904176743,2015,11,75437.33,1
83,Employee_244,31.0,Male,2020-01-28,61895.69,0.2,2,Yes,1,False,False,True,False,False,False,True,False,False,False,0.5175078354362121,0.029100810043369098,2020,6,51579.74166666667,1
84,Employee_25,30.0,Male,2023-11-16,67098.56,7.1,5,No,1,False,False,False,False,True,True,False,False,False,False,0.5891698982891167,0.3885188307684111,2023,3,8283.772839506173,0
85,Employee_87,49.0,Male,2016-01-27,51543.5,10.8,4,No,1,False,True,False,False,False,False,False,False,True,False,0.37492128408182324,-0.6860359586957261,2016,10,4368.093220338983,0
86,Employee_279,28.0,Female,2015-07-09,56988.76,4.8,3,No,0,False,False,False,True,False,False,False,True,False,False,0.4499219211091575,-0.30987346154833545,2015,11,9825.64827586207,0
87,Employee_155,33.0,Male,2022-08-13,35726.84,5.8,3,No,1,False,False,False,False,True,False,False,True,False,False,0.15706950553593962,-1.7786622652690114,2022,4,5253.947058823529,0
88,Employee_63,50.5,Female,2017-06-16,60356.27,2.7,5,No,0,False,False,False,False,True,False,True,False,False,False,0.4963045355657525,-0.07724343639456739,2017,9,16312.505405405404,0
89,Employee_287,30.0,Female,2019-03-04,73187.64,5.5,4,No,0,False,False,True,False,False,False,False,False,False,True,0.6730382312815544,0.809156878929607,2019,7,11259.636923076923,0
90,Employee_79,41.0,Male,2024-12-23,70771.48,11.0,4,No,1,True,False,False,False,False,False,False,False,False,True,0.6397590969225037,0.6422467995013261,2024,2,5897.623333333333,0
91,Employee_112,21.0,Male,2022-07-11,41139.9,0.0,3,No,1,False,False,False,False,True,False,False,False,False,True,0.23162663380294302,-1.404724167398817,2022,4,41139.9,0
92,Employee_51,22.0,Female,2019-04-12,52576.6,2.7,3,No,0,False,True,False,False,False,True,False,False,False,False,0.389150753035177,-0.6146686638736297,2019,7,14209.891891891892,0
93,Employee_175,35.0,Male,2017-01-25,74028.57,1.4,4,Yes,1,False,False,False,True,False,False,False,False,False,True,0.6846208344438269,0.8672489312331072,2017,9,30845.237500000003,1
94,Employee_127,30.0,Female,2022-03-04,44975.7,3.0,3,No,0,False,True,False,False,False,True,False,False,False,False,0.2844592705382777,-1.1397443305208792,2022,4,11243.925,0
95,Employee_126,37.0,Female,2017-03-10,60714.05,4.0,3,No,0,False,False,True,False,False,False,False,False,True,False,0.5012324412884618,-0.05252773535744599,2017,9,12142.810000000001,0
96,Employee_164,29.0,Female,2018-08-09,42382.65,3.0,3,No,0,False,True,False,False,False,False,False,False,False,True,0.24874373044584341,-1.3188740990219314,2018,8,10595.6625,0
97,Employee_53,41.0,Male,2022-10-19,65109.23,3.7,3,No,1,False,True,False,False,False,False,True,False,False,False,0.5617697342459697,0.25109447629310294,2022,4,13853.027659574469,0
98,Employee_62,39.0,Female,2015-05-30,25757.96,5.2,4,No,0,False,False,False,True,False,False,False,False,True,False,0.01976249899280813,-2.467319702115494,2015,11,4154.509677419354,0
99,Employee_286,43.0,Female,2021-01-19,70294.78,3.8,5,No,0,True,False,False,False,False,True,False,False,False,False,0.6331932389706464,0.6093160188976158,2021,5,14644.745833333334,0
100,Employee_194,26.0,Female,2018-05-09,83436.89,9.8,1,No,0,False,True,False,False,False,True,False,False,False,False,0.8142069319592824,1.5171824780539633,2018,8,7725.637962962963,0
101,Employee_29,28.0,Female,2021-02-23,94719.88,5.166323024054982,3,Yes,0,False,False,True,False,False,True,False,False,False,False,0.9696139166713151,2.2966195836630687,2021,5,15360.836535889435,1
102,Employee_70,35.0,Male,2020-07-06,69579.35,2.3,4,No,1,False,False,True,False,False,False,False,True,False,False,0.6233392180885461,0.5598935973173506,2020,6,21084.65151515152,0
103,Employee_37,27.0,Female,2021-06-07,51824.44,2.4,1,No,0,False,False,True,False,False,False,False,False,True,False,0.37879082914789153,-0.6666284204058026,2021,5,15242.482352941177,0
104,Employee_41,41.0,Male,2015-02-11,61895.69,5.1,3,No,1,False,False,True,False,False,False,False,False,True,False,0.5175078354362121,0.029100810043369098,2015,11,10146.834426229509,0
105,Employee_154,35.0,Female,2024-03-13,68149.47,5.166323024054982,4,No,0,False,False,False,False,True,True,False,False,False,False,0.603644674417051,0.4611164532652552,2024,2,11051.881280650916,0
106,Employee_12,40.0,Female,2019-06-12,55085.07,2.9,3,No,0,False,False,True,False,False,False,False,True,False,False,0.4237013250857232,-0.44138174291497667,2019,7,14124.376923076923,0
107,Employee_148,39.0,Female,2023-12-25,61895.69,2.9,3,No,0,False,False,True,False,False,False,True,False,False,False,0.5175078354362121,0.029100810043369098,2023,3,15870.689743589744,0
108,Employee_295,39.0,Female,2022-08-02,72241.09,8.0,4,No,0,False,False,False,False,True,False,False,False,True,False,0.66000086429114,0.7437685206740116,2022,4,8026.787777777778,0
109,Employee_257,21.0,Male,2022-05-10,60018.08,5.6,4,Yes,1,False,False,True,False,False,False,True,False,False,False,0.49164645396151807,-0.10060584607018878,2022,4,9093.648484848485,1
110,Employee_291,38.0,Female,2019-04-30,76604.86,4.5,4,No,0,False,False,False,True,False,False,False,False,True,False,0.7201055296038654,1.0452209068184508,2019,7,13928.156363636364,0
111,Employee_214,31.0,Female,2023-07-25,61895.69,3.2,1,No,0,False,True,False,False,False,False,True,False,False,False,0.5175078354362121,0.029100810043369098,2023,3,14737.069047619048,0
112,Employee_119,34.0,Female,2022-02-09,58034.42,3.4,4,No,0,False,True,False,False,False,False,False,True,False,False,0.4643243860261683,-0.23763851284668688,2022,4,13189.640909090907,0
113,Employee_99,28.0,Male,2022-05-02,40979.68,11.9,3,No,1,False,False,True,False,False,True,False,False,False,False,0.22941983338119643,-1.4157922808209409,2022,4,3176.719379844961,0
114,Employee_173,35.0,Female,2019-03-19,67059.04,1.9,3,No,0,False,False,False,False,True,False,False,False,False,True,0.5886255670404121,0.38578876059962824,2019,7,23123.806896551723,0
115,Employee_47,27.0,Male,2025-01-04,79067.07,4.9,3,No,1,False,False,True,False,False,False,True,False,False,False,0.7540189365844454,1.2153121535360143,2025,1,13401.198305084747,0
116,Employee_142,33.0,Female,2015-12-23,44198.77,6.8,5,No,0,True,False,False,False,False,False,True,False,False,False,0.27375817547107306,-1.193415216559144,2015,11,5666.508974358974,0
118,Employee_200,33.0,Male,2015-08-05,61822.58,6.1,2,No,1,True,False,False,False,False,True,False,False,False,False,0.516500850173237,0.024050318392567126,2015,11,8707.405633802817,0
119,Employee_218,40.0,Male,2015-01-15,64459.64,3.5,3,No,1,False,False,True,False,False,False,True,False,False,False,0.5528225648166704,0.20622032950819738,2015,11,14324.364444444444,0
120,Employee_109,28.0,Female,2024-12-16,58076.83,6.8,1,No,0,False,False,False,False,True,False,True,False,False,False,0.4649085228747907,-0.23470879938873956,2024,2,7445.747435897436,0
121,Employee_107,33.0,Female,2015-06-09,44908.26,2.6,3,Yes,0,True,False,False,False,False,False,False,False,False,True,0.28353038138309994,-1.14440313447287,2015,11,12474.516666666666,1
122,Employee_211,32.0,Male,2021-05-20,90297.57,7.9,2,No,1,False,False,False,True,False,False,False,False,True,False,0.9087029469228824,1.9911232120003979,2021,5,10145.794382022472,0
123,Employee_297,21.0,Male,2024-06-06,79371.05,6.5,3,Yes,1,False,False,False,False,True,True,False,False,False,False,0.7582058245647381,1.2363113116814217,2024,2,10582.806666666667,1
124,Employee_16,22.0,Male,2021-08-04,80760.24,2.6,4,No,1,True,False,False,False,False,False,True,False,False,False,0.7773399219176658,1.3322775611189481,2021,5,22433.4,0
125,Employee_114,38.0,Female,2022-01-28,67609.11,7.5,4,No,0,False,False,False,False,True,False,True,False,False,False,0.596201991381881,0.42378799384209376,2022,4,7954.012941176471,0
126,Employee_8,37.0,Male,2021-02-24,43141.52,9.4,4,No,1,False,False,False,False,True,True,False,False,False,False,0.259196074947471,-1.2664508108391377,2021,5,4148.223076923076,0
127,Employee_271,41.0,Female,2016-05-14,61895.69,3.3,3,No,0,False,False,True,False,False,False,False,False,True,False,0.5175078354362121,0.029100810043369098,2016,10,14394.346511627908,0
128,Employee_147,21.0,Female,2019-08-16,93182.87,8.2,3,Yes,0,False,False,False,True,False,False,False,False,True,False,0.9484438110900604,2.1904418217673074,2019,7,10128.572826086956,1
129,Employee_217,27.0,Female,2018-09-01,61895.69,0.0,4,No,0,False,False,False,False,True,False,False,False,False,True,0.5175078354362121,0.029100810043369098,2018,8,61895.69,0
130,Employee_208,39.0,Male,2022-11-22,54559.26,7.5,3,No,1,False,False,True,False,False,False,True,False,False,False,0.41645904740654116,-0.47770507782002597,2022,4,6418.7364705882355,0
131,Employee_9,38.0,Male,2020-06-09,82431.51,5.166323024054982,3,No,1,False,False,True,False,False,False,False,False,True,False,0.8003592661996051,1.4477301008704964,2020,6,13368.016835711102,0
132,Employee_28,39.0,Female,2019-02-16,67424.93,1.5,2,Yes,0,False,False,True,False,False,False,False,True,False,False,0.5936651763670433,0.41106470629942193,2019,7,26969.971999999998,1
133,Employee_274,33.0,Male,2019-12-06,35352.17,4.7,4,Yes,1,True,False,False,False,False,False,True,False,False,False,0.15190896431751644,-1.804544739715817,2019,7,6202.135087719298,1
134,Employee_59,21.0,Male,2018-06-03,65760.98,4.8,3,No,1,False,False,False,False,True,True,False,False,False,False,0.5707466545734774,0.2961178374394594,2018,8,11338.1,0
135,Employee_203,30.0,Female,2020-02-23,67310.4,7.8,4,No,0,False,True,False,False,False,False,True,False,False,False,0.5920876900837914,0.40315289110633834,2020,6,7648.90909090909,0
136,Employee_161,43.0,Female,2024-12-17,49424.82,6.3,3,No,0,False,True,False,False,False,False,True,False,False,False,0.34573950953716004,-0.8323959046774118,2024,2,6770.523287671233,0
137,Employee_235,36.0,Female,2024-05-14,62900.94,8.3,3,No,0,False,True,False,False,False,False,False,True,False,False,0.5313537106325715,0.09854420673285946,2024,2,6763.5419354838705,0
138,Employee_32,33.0,Male,2016-10-20,72986.33,6.5,3,No,1,False,True,False,False,False,False,False,False,False,True,0.6702654751156463,0.7952502386037565,2016,10,9731.510666666667,0
139,Employee_2,39.0,Male,2015-06-27,53583.11,5.1,3,No,1,True,False,False,False,False,False,False,True,False,False,0.40301398292215795,-0.5451382254732924,2015,11,8784.116393442624,0
140,Employee_289,31.0,Female,2020-05-13,50205.63,8.1,3,No,0,False,False,False,False,True,False,True,False,False,False,0.35649404603262813,-0.7784569854343172,2020,6,5517.102197802198,0
141,Employee_14,38.0,Female,2022-05-30,47662.66,2.5,4,Yes,0,False,False,False,False,True,True,False,False,False,False,0.32146828602458444,-0.954127191332823,2022,4,13617.902857142859,1
142,Employee_10,34.0,Male,2022-03-27,74417.61,4.8,3,Yes,1,False,True,False,False,False,True,False,False,False,False,0.6899793017767208,0.8941240956679034,2022,4,12830.622413793104,1
143,Employee_288,33.0,Female,2021-03-06,48109.59,3.0,3,Yes,0,False,True,False,False,False,True,False,False,False,False,0.3276241049765952,-0.923252943849676,2021,5,12027.3975,1
144,Employee_96,35.0,Female,2023-09-20,94469.38,4.7,3,No,0,False,False,False,False,True,False,True,False,False,False,0.9661636388929635,2.279314862578048,2023,3,16573.57543859649,0
145,Employee_35,32.0,Female,2024-10-26,89003.14,7.3,4,No,0,False,False,False,False,True,False,False,False,False,True,0.8908740324932147,1.9017030518643345,2024,2,10723.269879518071,0
146,Employee_97,33.0,Male,2018-09-13,50827.23,2.7,3,No,1,False,True,False,False,False,False,False,True,False,False,0.3650556934059751,-0.7355164080832228,2018,8,13737.08918918919,0
147,Employee_190,34.0,Female,2018-09-12,81697.56,7.2,2,No,0,False,True,False,False,False,False,True,False,False,False,0.7902501589124944,1.3970283043022285,2018,8,9963.117073170732,0
148,Employee_293,27.0,Male,2023-02-14,87032.47,5.7,2,No,1,True,False,False,False,False,False,False,False,False,True,0.8637308831540358,1.7655677436782338,2023,3,12989.920895522388,0
149,Employee_272,29.0,Male,2018-06-15,52977.26,1.6,3,No,1,False,False,False,True,False,False,False,True,False,False,0.39466926918158174,-0.5869907814388011,2018,8,20375.869230769233,0
150,Employee_242,32.0,Female,2018-03-28,56861.67,5.166323024054982,3,No,0,False,True,False,False,False,True,False,False,False,False,0.4481714388622484,-0.3186529306209717,2018,8,9221.325217342845,0
151,Employee_195,38.0,Female,2018-06-01,24323.14625,7.0,2,No,0,False,False,True,False,False,False,True,False,False,False,0.0,-2.566437673184168,2018,8,3040.39328125,0
152,Employee_46,21.0,Female,2022-05-03,87911.67,4.5,3,No,0,False,False,False,False,True,False,False,False,False,True,0.875840600610031,1.826303515246898,2022,4,15983.94,0
